#编号	3D模块文件名	NPC战斗用图	NPC全身图	NPC队伍图	NPC 小图	是否记录友好度	NPC名称	人物简介	性别	派别ICON	称号设定
#iID	s3DModel	sMaxImage	sAllImage	sMemberImage	sSmallImage	iFriendly	sNpcName	sIntroduction	iGenderType	iMartialType	sTitle
878264	Xyg_Xuan	B100015	100015	M100015	S800015	0	谷月轩	逍遥谷第四代大弟子，温文儒雅，气宇轩昂。曾与师弟荆棘、师妹卫紫绫在数年前大破辟邪宫阴谋，是当代武林的传奇人物。虽在辟邪宫一役中强使万象归一而使经脉受损、终身难至绝顶高手之境，其实力仍不可小觑。	1	2	逍遥大儒侠
878265	Xyg_NEW_Gingi	B210002	210002	M210002	S210002	0	荆棘	逍遥谷第四代二弟子，身世不详。热衷兵器，无瑕子多传其刀剑功夫，配合其惯用武器更显威力。常与师兄一起行侠仗义，但名气不如大师兄。个性倨傲，说话刻薄辛辣，其实心地不坏，是嘴硬心热的人物。	1	2	刀剑双绝
878266	Xyg_Gingi	B100016	100016	M100016	S800016	0	荆棘	逍遥谷第四代二弟子，擅使刀剑，武艺十分高强。他的性格就像一团烈火，容易灼伤别人、也容易灼伤自己。然而在与谷月轩与卫紫绫、还有师弟东方未明的相处之中，逐渐变得温和，至今已是威望武功皆首屈一指的人物。	1	2	刀剑金蛟
878267	Xyg_master	B100017	100017	M100017	S100017	0	无瑕子	逍遥谷第三代掌门，年近七十，武学造诣极高，曾与其交过手的前辈几乎均已仙逝，故无人知道其武功现在已至何等境地。在江湖上德高望重，近年来已不太出谷，专心研究琴、棋、书、画。	1	2	逍遥散人
878268	Pili_pupil	B100070	100070	M100070	S100070	0	霹雳堂叛徒	霹雳堂叛徒	1	1	霹雳帮众
878269	SL_sky	B500036	500036	M500036	S500036	0	聂胜	莆田少林寺的方丈，佛法渊深，武学精湛，与无因方丈并称降龙、伏虎双罗汉。然而不知为何，天悟禅师总是眉头深锁，每天总有几个时辰要站在瀑布前凝神静思，也不知是因红尘往事萦绕心头，还是因内心愁苦难以自抑。	1	0	前任方丈
878270	Weapon_master	B100093	100093	M100093	S100093	0	任浩然	铸剑山庄庄主，终生与剑为伴，单凭听音观影便可知剑的优劣。唯武功不济，无力维持任家的江湖地位，在天龙教与武林正道之间摇摆不定，随时准备屈从于强者。	1	18	铸剑庄主
878271	Weapon_nan	B100094	100094	M100094	S100094	1	任剑南	铸剑山庄少庄主，任家世代以铸剑为志，不少神兵皆是出自铸剑山庄。好玩乐，喜古画。沉迷音律，荒于铸剑，武功平常。手中的白晶剑削铁如泥，兵家必争。	1	18	白晶剑客
878272	Weapon_pupil	B100095	100095	M100095	S100095	0	护剑使	铸剑山庄弟子	1	18	护剑使
878273	Menpai_water	B200016	200016	M200016	S200016	1	水盼盼	峨嵋派弟子，是个英气蓬勃的女侠。个性干练果断，恩怨分明，素来有巾帼不让须眉的美誉，亦是上届少年英雄会探花，排名仅在谷月轩与萧复之下。	0	32	冰心女侠
878274	Menpai_dragon	B200017	200017	M200017	S200017	1	龙墨	点苍派少门主，是个风流倜傥、个性直爽的豪杰。点苍派向来以剑立道，但龙墨却对刀情有独钟，另辟蹊径将点苍剑法融入快刀施展，因此而遭到点苍耆老们的反对，一气之下，远走出门。	1	39	点苍刀
878275	Menpai_xiaofu	B200020	200020	M200020	S200020	1	萧复	上届少年英雄会的榜眼，弦剑山庄大公子。沉默寡言，稳重内敛，对音律有相当深厚的浸淫。	1	30	七绝剑侠
878276	TL_pupilxl	B100130	100130	M100130	S100130	0	掷弹教徒	装备了霹雳堂火器的天龙教徒，当心他们手上的雷火弹。	1	1	掷弹教徒
878277	Bear	B910002	910002	0	S910002	0	雄霸	黑白无常训练出来的野熊，力大无穷。	2	40	野熊
878278	CROCODILE	B910004	910004	0	S910004	0	恶王	黑白无常训练出来的鳄鱼，刀枪不入。	2	40	鳄鱼
878279	WOLF_B	B910005	910005	0	S910005	0	郎中	黑白无常训练出来的黑狼，疾如星火。	2	40	黑狼
878280	etc_tiger	B200037	200037	0	S200037	0	琥珀	黑白无常训练出来的老虎，威风凛凛。	2	40	大猫
878281	Ghost_ydragon	B879004	879004	0	S879004	0	敖广	东海龙宫帮主。为人有商业头脑，虽为海盗，但船队多以贸易、收受沿海百姓供养为生，并不胡乱劫掠；看不下去倭寇持续侵扰沿海居民，纠众反击，保得沿海渔民一时安宁，在东南沿海有着高人望。		48	水蛇
878282	Etc_Shark2_young	B878001	878001	0	S878001	0	渔民	在大海上讨生活的老百姓，时常遭到倭寇欺压。	1	0	渔民
878283	Etc_Shark2_young	B878001	878001	0	S878001	0	渔民	在大海上讨生活的老百姓，时常遭到倭寇欺压。	1	0	渔民
878284	Etc_Shark2_young	B878001	878001	0	S878001	0	渔民	在大海上讨生活的老百姓，时常遭到倭寇欺压。	1	0	渔民
878285	Robber_Heifon	B100111	100111	M100111	S100111	0	劫匪	横行江湖，无恶不作的匪贼。	1	0	大坏蛋
878286	Etc_Shark2_young	B878001	878001	0	S878001	0	渔民	在大海上讨生活的老百姓，时常遭到倭寇欺压。	1	0	渔民
878287	Etc_Shark2_young	B878001	878001	0	S878001	0	渔民	在大海上讨生活的老百姓，时常遭到倭寇欺压。	1	0	渔民
878288	Etc_Shark2_young	B878001	878001	0	S878001	0	渔民	在大海上讨生活的老百姓，时常遭到倭寇欺压。	1	0	渔民
878289	Ghost_yhorse	B879006	879006	0	S879006	0	罗煞	神枪会帮主，为人冲动好战，直爽豪迈，本为朝廷将领，却因不屑朝廷各种阴谋算计的手段和枉顾百姓的态度，辞官为寇，在江南一处山头率领旧时部众创立神枪会，专以官府薪饷、各地匪贼为目标，烧山放火，打家劫舍。	1	0	马脸
878290	Bear	B910002	910002	0	S910002	0	野熊	凶猛的大熊，皮粗肉厚，刀刃难伤，武功程度足以匹敌江湖小门派的掌门。曾被一东瀛拳士徒手打伤脑袋，变得更加愚蠢，但也益发凶暴了。	2	62	野熊
878291	ETC_salamande	B910001	910001	0	S910001	0	蛇	尖牙上闪烁着见血封喉的碧绿毒芒，让人望而生畏。	1	44	五步蛇
878292	WOLF_B	B910005	910005	0	S910005	0	黑狼	聪明，群居动物，适应力强，可在各种区域生存，雪地、森林、荒野皆有牠的踪迹。常有旅人死在狼爪利齿下。	2	62	黑狼
878293	etc_tiger	B200037	200037	0	S200037	0	老虎	凶猛的老虎，你不会想要与牠为敌的。	2	62	大猫
878294	Gb_pupil01	B100102	100102	M100102	S100102	0	丐帮帮众	丐帮八袋以下的帮众	1	19	丐帮帮众
878295	Gb_pupil02	B100102	100102	M100102	S100102	0	丐帮帮众	丐帮八袋以下的帮众	1	19	丐帮帮众
878296	SL_Pupil	B100049	100049	M100049	S100049	0	新进少林弟子	新进少林弟子	1	4	铁罗汉
878297	SL_Pupil02	B100049	100049	M100049	S100049	0	新进少林弟子	新进少林弟子	1	4	铁罗汉
878298	Golden18_blade	B100050	100050	M100050	S100050	0	新进十八铜人	新进十八铜人	1	4	金身罗汉
878299	Golden18_staff	B100050	100050	M100050	S100050	0	新进十八铜人	新进十八铜人	1	4	金身罗汉
878300	Golden18_cuff	B100050	100050	M100050	S100050	0	新进十八铜人	新进十八铜人	1	4	金身罗汉
878301	ETC_salamande	B910001	910001	0	S910001	0	蛇	尖牙上闪烁着见血封喉的碧绿毒芒，让人望而生畏。	1	44	五步蛇
878302	ETC_salamande02	B910001	910001	0	S910001	0	红蟒	尖牙上闪烁着见血封喉的碧绿毒芒，让人望而生畏。	1	44	三步蛇
878303	Etc_jp01	B100144	100144	M100144	S100144	0	老练倭寇	东海上的海盗。	1	25	海秃鹰
878304	Etc_jp02	B100145	100145	M100145	S100145	0	东海大寇	东海上的海盗。	1	25	海秃鹰
878305	Ghost_pupil	B200028	200028	M200028	S200028	0	老练鬼众	令江湖中人闻风丧胆的酆都「鬼众」。当然，他们都是活生生的人，但他们很乐意把反抗者变成真正的鬼。	1	40	酆都鬼众
878306	Blade_pupil	B100086	100086	M100086	S100086	0	新进绝刀门人	新进绝刀门人	1	15	绝刀门人
878307	BC_pupil	B100097	100097	M100097	S100097	0	新进百草门人	新进百草门人	1	17	百草门人
878308	Bear	B910002	910002	0	S910002	0	野熊	凶猛的大熊，皮粗肉厚，刀刃难伤，武功程度足以匹敌江湖小门派的掌门。曾被一东瀛拳士徒手打伤脑袋，变得更加愚蠢，但也益发凶暴了。	2	62	野熊
878309	WOLF_B	B910005	910005	0	S910005	0	黑狼	聪明，群居动物，适应力强，可在各种区域生存，雪地、森林、荒野皆有牠的踪迹。常有旅人死在狼爪利齿下。	2	62	黑狼
878310	etc_tiger	B200037	200037	0	S200037	0	老虎	凶猛的老虎，你不会想要与牠为敌的。	2	62	大猫
878311	CROCODILE	B910004	910004	0	S910004	0	鳄鱼	长吻锐齿、四肢短小、尾巴扁平有力、皮硬厚鳞。是沼泽浅水区的无情杀手。	2	62	河之霸主
878312	Eagle	B100143	100143	0	S100143	0	老鹰	目光锐利，指爪尖锐的猛禽。	2	62	老鹰
878313	CC_pupil	B100124	100124	M100124	S100124	0	新进青城门人	新进青城门人	1	22	青城门人
878314	Ghost_Boss_50	B879002	879002	0	S879002	0	阎罗	自阿鼻岛渡海而归的一代豪杰，本出身蜀地，后因家境贫困过继给闽粤一名阎姓武师，却不因此怨恨亲生父母，反而更加奋发向上，欲立下一番事业以报答父母生育之恩，不料却因二十岁的一场海难漂流至人迹罕至的阿鼻岛，意外练成藏于岛上的绝世神功-无间大法，修练的十多年间屡屡助偶然行经此地的渔船击退海盗和倭寇，赢得了虬髯客的侠名。	1	40	阎罗王
878315	Robber_black	B100109	100109	M100109	S100109	0	黑无常	与白无常并称黑风双煞，在酆都中地位仅次于帮主与四大舵主。以十分古怪诡异的锁链作为武器，外貌与穿着都不似活人，大半夜出现在路上，足以将人活活吓死。	1	40	黑白双煞
878316	Robber_white	B100110	100110	M100110	S100110	0	白无常	与黑无常并称黑风双煞，在酆都中地位仅次于帮主与四大舵主。手持血红色的双刀，出手诡谲难测，能出奇不意的割下敌人头颅。面色惨白，比死人还要难看，令人一见就怕。	1	40	黑白双煞
878317	WD_pupil	B100042	100042	M100042	S100042	0	新进武当弟子	新进武当弟子	1	3	武当弟子
878318	WS_ pupil1	B100246	100246	M100246	S100246	0	新进华山门人	新进华山门人	1	23	有凤来仪
878319	Sword_pupil	B100073	100073	M100073	S100073	0	新进天剑门人	新进天剑门人	1	12	天剑门人
878320	Ghost_pupil	B200028	200028	M200028	S200028	0	逃亡鬼众	背叛了酆都，投靠朝廷的叛徒。	1	40	酆都鬼众
878321	Ghost_pupil	B200028	200028	M200028	S200028	0	逃亡鬼众	背叛了酆都，投靠朝廷的叛徒。	1	40	酆都鬼众
878322	Ghost_pupil	B200028	200028	M200028	S200028	0	逃亡鬼众	背叛了酆都，投靠朝廷的叛徒。	1	40	酆都鬼众
878323	Ghost_cow	B200026	200026	M200026	S200026	0	阿傍	苗族铁叉部的首领，因部族饱受天龙教欺凌，转而寻求近年崛起的酆都相助，一心只想将部族的威名传扬于世。	1	51	牛头
878324	Ghost_pupil	B200028	200028	M200028	S200028	0	鬼众伤员	在云南之战受了重伤的鬼众。	1	40	酆都鬼众
878325	Ghost_pupil	B200028	200028	M200028	S200028	0	鬼众伤员	在云南之战受了重伤的鬼众。	1	40	酆都鬼众
878326	Ghost_pupil	B200028	200028	M200028	S200028	0	鬼众伤员	在云南之战受了重伤的鬼众。	1	40	酆都鬼众
878327	Ghost_pupil	B200028	200028	M200028	S200028	0	鬼众伤员	在云南之战受了重伤的鬼众。	1	40	酆都鬼众
878328	TL_guard04	B210165	210165	M210165	S210165	0	可疑的酆都绝鬼	发起反乱的酆都绝鬼，疑似有人假冒。	1	63	假货
878329	TL_guard06	B210164	210164	M210164	S210164	0	可疑的酆都伥鬼	发起反乱的酆都伥鬼，疑似有人假冒。	1	63	假货
878330	Ghost_pupil	B200028	200028	M200028	S200028	0	可疑的酆都鬼众	发起反乱的酆都鬼众，疑似有人假冒。	1	63	假货
878331	LY_soldier3_young	B878002	878002	0	S878002	0	冒牌神枪会帮众	冒牌的神枪会帮众	1	63	假货
878332	Pili_pupil	B100070	100070	M100070	S100070	0	霹雳帮众	霹雳帮众	1	7	霹雳帮众
878333	Pili_pupil	B100070	100070	M100070	S100070	0	霹雳帮众	霹雳帮众	1	7	霹雳帮众
878334	Ghost_pupil	B200028	200028	M200028	S200028	0	老练鬼众	令江湖中人闻风丧胆的酆都「鬼众」。当然，他们都是活生生的人，但他们很乐意把反抗者变成真正的鬼。	1	40	酆都鬼众
878335	Ghost_pupil	B200028	200028	M200028	S200028	0	老练鬼众	令江湖中人闻风丧胆的酆都「鬼众」。当然，他们都是活生生的人，但他们很乐意把反抗者变成真正的鬼。	1	40	酆都鬼众
878336	Blade_pupil	B100086	100086	M100086	S100086	0	绝刀门人	绝刀门弟子	1	15	绝刀门人
878337	Blade_pupil	B100086	100086	M100086	S100086	0	绝刀门人	绝刀门弟子	1	15	绝刀门人
878338	BC_pupil	B100097	100097	M100097	S100097	0	百草门人	百草门弟子	1	17	百草门人
878339	BC_pupil	B100097	100097	M100097	S100097	0	百草门人	百草门弟子	1	17	百草门人
878340	CC_pupil	B100124	100124	M100124	S100124	0	青城门人	青城派弟子	1	22	青城门人
878341	SL_sky	B100137	100137	0	S100137	0	天闻	南少林和尚	1	0	老和尚
878342	SL_Pupil	B100049	100049	M100049	S100049	0	少林弟子	少林弟子	1	31	铁罗汉
878343	SL_Pupil02	B100049	100049	M100049	S100049	0	少林弟子	少林弟子	1	31	铁罗汉
878344	SL_Pupil	B100049	100049	M100049	S100049	0	少林弟子	少林弟子	1	31	铁罗汉
878345	SL_Pupil02	B100049	100049	M100049	S100049	0	少林弟子	少林弟子	1	31	铁罗汉
878346	East_killer	B100116	100116	M100116	S100116	0	东厂杀手	东厂杀手，为完成任务不择手段。	1	20	锦衣力士
878347	East_killer	B100116	100116	M100116	S100116	0	东厂杀手	东厂杀手，为完成任务不择手段。	1	20	锦衣力士
878348	East_killer	B100116	100116	M100116	S100116	0	东厂杀手	东厂杀手，为完成任务不择手段。	1	20	锦衣力士
878349	LY_BonBon	B990035	990035	M990035	S990035	0	神火兵	东厂杀手们盗来的火炮。	1	11	神机营精锐
878350	LY_BonBon	B990035	990035	M990035	S990035	0	神火兵	东厂杀手们盗来的火炮。	1	11	神机营精锐
878351	Etc_jp01	B100144	100144	M100144	S100144	0	倭寇	东海上的海盗。	1	25	海秃鹰
878352	Etc_jp02	B100145	100145	M100145	S100145	0	倭寇组长	东海上的海盗。	1	25	海秃鹰
878353	Etc_Shark2_young	B878001	878001	0	S878001	0	东海龙宫众	海龙王敖广手下帮众，原本都是亡命海上的不法之徒，但在敖广挺身反抗倭寇后，亦有不少沿海渔民加入其中。	1	48	小喽啰
878354	LY_soldier3_young	B878002	878002	0	S878002	0	神枪会帮众	神枪罗煞手下帮众，原为其麾下兵士，在罗煞挂印而去后，追随罗煞据山为匪，杀官劫粮。	1	40	小喽啰
878355	Bear	B910002	910002	0	S910002	0	野熊	凶猛的大熊，皮粗肉厚，刀刃难伤，武功程度足以匹敌江湖小门派的掌门。曾被一东瀛拳士徒手打伤脑袋，变得更加愚蠢，但也益发凶暴了。	2	62	野熊
878356	WOLF_B	B910005	910005	0	S910005	0	黑狼	聪明，群居动物，适应力强，可在各种区域生存，雪地、森林、荒野皆有牠的踪迹。常有旅人死在狼爪利齿下。	2	62	黑狼
878357	etc_tiger	B200037	200037	0	S200037	0	老虎	凶猛的老虎，你不会想要与牠为敌的。	2	62	大猫
878358	CROCODILE	B910004	910004	0	S910004	0	鳄鱼	长吻锐齿、四肢短小、尾巴扁平有力、皮硬厚鳞。是沼泽浅水区的无情杀手。	2	62	河之霸主
878359	Eagle	B100143	100143	0	S100143	0	老鹰	目光锐利，指爪尖锐的猛禽。	2	62	老鹰
878360	Ghost_pupil	B200028	200028	M200028	S200028	0	酆都鬼众	令江湖中人闻风丧胆的酆都「鬼众」。当然，他们都是活生生的人，但他们很乐意把反抗者变成真正的鬼。	1	40	酆都鬼众
878361	TL_guard05	B210163	210163	M210163	S210163	0	酆都厉鬼	酆都鬼众中的菁英，拥有十分坚强的战力。	1	40	酆都鬼众
878362	TL_guard06	B210164	210164	M210164	S210164	0	酆都伥鬼	酆都鬼众中的菁英，拥有十分坚强的战力。	1	40	酆都鬼众
878363	TL_guard04	B210165	210165	M210165	S210165	0	酆都绝鬼	酆都鬼众中的菁英，拥有十分坚强的战力。	1	40	酆都鬼众
878364	DL_pupil3	B100069	100069	M100069	S100069	0	铁叉部勇士	铁叉部族人。	1	51	蛮牛
878365	DL_pupil	B100068	100068	M100068	S100068	0	铁叉部女子	铁叉部族人。	0	51	萨满
878366	KF_pupil	B300129	300129	0	S300129	0	金风镖师	金风镖局的镖师	1	26	趟子手
878367	Weapon_pupil	B100095	100095	M100095	S100095	0	护剑使	铸剑山庄弟子	1	18	护剑使
878368	Etc_Shark2_young	B878001	878001	0	S878001	0	东海龙宫众	海龙王敖广手下帮众，原本都是亡命海上的不法之徒，但在敖广挺身反抗倭寇后，亦有不少沿海渔民加入其中。	1	48	大喽啰
878369	Etc_Shark2_young	B878001	878001	0	S878001	0	东海龙宫众	海龙王敖广手下帮众，原本都是亡命海上的不法之徒，但在敖广挺身反抗倭寇后，亦有不少沿海渔民加入其中。	1	48	大喽啰
878370	Etc_Shark2_young	B878001	878001	0	S878001	0	东海龙宫众	海龙王敖广手下帮众，原本都是亡命海上的不法之徒，但在敖广挺身反抗倭寇后，亦有不少沿海渔民加入其中。	1	48	大喽啰
878371	Etc_jp01	B100144	100144	M100144	S100144	0	老练倭寇	东海上的海盗。	1	25	海秃鹰
878372	Etc_jp02	B100145	100145	M100145	S100145	0	东海大寇	东海上的海盗。	1	25	海秃鹰
878373	Hunter_pupil	B200031	200031	0	S200031	0	兽王庄门人	兽王庄门徒，从小就得学习如何与野兽亲近，自己也长得很像野兽。	1	6	兽王庄门人
878374	Hunter_pupil	B200031	200031	0	S200031	0	兽王庄门人	兽王庄门徒，从小就得学习如何与野兽亲近，自己也长得很像野兽。	1	6	兽王庄门人
878375	Hunter_pupil	B200031	200031	0	S200031	0	兽王庄门人	兽王庄门徒，从小就得学习如何与野兽亲近，自己也长得很像野兽。	1	6	兽王庄门人
878376	TL_pupil	B100130	100130	M100130	S100130	0	天龙突击兵	天龙教众，谁也不知道他们在想什么。	1	1	天龙教众
878377	TL_pupil	B100130	100130	M100130	S100130	0	天龙突击兵	天龙教众，谁也不知道他们在想什么。	1	1	天龙教众
878378	TL_pupil	B100130	100130	M100130	S100130	0	天龙突击兵	天龙教众，谁也不知道他们在想什么。	1	1	天龙教众
878379	TL_pupil	B100130	100130	M100130	S100130	0	天龙突击兵	天龙教众，谁也不知道他们在想什么。	1	1	天龙教众
878380	TL_pupil	B100130	100130	M100130	S100130	0	天龙突击兵	天龙教众，谁也不知道他们在想什么。	1	1	天龙教众
878381	TL_pupil	B100130	100130	M100130	S100130	0	天龙突击兵	天龙教众，谁也不知道他们在想什么。	1	1	天龙教众
878382	Xiuluo_03	B100133	100133	M100133	S100133	0	修罗宫门人	修罗宫门人	0	5	修罗无情
878383	Xiuluo_03	B100133	100133	M100133	S100133	0	修罗宫门人	修罗宫门人	0	5	浴血凤凰
879001	Ghost_yBoss	B879001	879001	0	S879001	0	阎丹生	自阿鼻岛渡海而归的一代豪杰，本出身蜀地，后因家境贫困过继给闽粤一名阎姓武师，却不因此怨恨亲生父母，反而更加奋发向上，欲立下一番事业以报答父母生育之恩，不料却因二十岁的一场海难漂流至人迹罕至的阿鼻岛，意外练成藏于岛上的绝世神功-无间大法，修练的十多年间屡屡助偶然行经此地的渔船击退海盗和倭寇，赢得了虬髯客的侠名。	1	0	虬髯客
879002	Ghost_Boss_50	B879002	879002	0	S879002	0	阎罗	自阿鼻岛渡海而归的一代豪杰，本出身蜀地，后因家境贫困过继给闽粤一名阎姓武师，却不因此怨恨亲生父母，反而更加奋发向上，欲立下一番事业以报答父母生育之恩，不料却因二十岁的一场海难漂流至人迹罕至的阿鼻岛，意外练成藏于岛上的绝世神功-无间大法，修练的十多年间屡屡助偶然行经此地的渔船击退海盗和倭寇，赢得了虬髯客的侠名。	1	40	阎罗王
879003	Ghost_Boss	B200023	200023	M200023	S200023	0	阎罗	自阿鼻岛渡海而归的一代豪杰，本出身蜀地，后因家境贫困过继给闽粤一名阎姓武师，却不因此怨恨亲生父母，反而更加奋发向上，欲立下一番事业以报答父母生育之恩，不料却因二十岁的一场海难漂流至人迹罕至的阿鼻岛，意外练成藏于岛上的绝世神功-无间大法，修练的十多年间屡屡助偶然行经此地的渔船击退海盗和倭寇，赢得了虬髯客的侠名。	1	40	老番颠
879004	Ghost_ydragon	B879004	879004	0	S879004	0	敖广	东海龙宫帮主。为人有商业头脑，虽为海盗，但船队多以贸易、收受沿海百姓供养为生，并不胡乱劫掠；看不下去倭寇持续侵扰沿海居民，纠众反击，保得沿海渔民一时安宁，在东南沿海有着高人望。	1	48	水蛇
879005	Ghost_dragon	B200027	200027	M200027	S200027	0	敖广	酆都东海分舵舵主，原东海龙宫帮主。早年曾率众与倭寇相抗，挟制东南沿海贸易商路，为人虽然利字当头，但却出乎意料是个十分重义气的好汉。	1	40	海龙王
879006	Ghost_yhorse	B879006	879006	0	S879006	0	罗煞	神枪会帮主，为人冲动好战，直爽豪迈，本为朝廷将领，却因不屑朝廷各种阴谋算计的手段和枉顾百姓的态度，辞官为寇，在江南一处山头率领旧时部众创立神枪会，专以官府薪饷、各地匪贼为目标，烧山放火，打家劫舍。	1	0	马脸
879007	Ghost_horse	B200025	200025	M200025	S200025	0	罗煞	酆都罗煞分舵舵主，原神枪会帮主，性格冲动好战，臂力雄劲，可以挥动一把比人还高还重的大枪，早年本为朝廷大将，却因故辞官，落草为寇。	1	40	神枪无敌
879008	Ghost_ywoman	B879008	879008	0	S879008	0	孟倩思	出身江南大族孟家的千金，后与护卫勤王幼子的侍卫聂胜相识相恋，为爱私奔，却遭锦衣卫追杀，夫离子散。	0	0	离魂倩女
879009	Ghost_woman	B200024	200024	M200024	S200024	0	孟婆	酆都的斥候，出身不详，隐身于台面之下，负责刺探与情报搜集。擅使迷魂术，配合其美色时常可以套出一些极其隐密的情报	0	40	忘魂汤
879010	TL_guard07	B600102	600102	M600102	S600102	0	文靖之	杭州知府，六扇门高手，因个性刚直受朝廷排挤，后更因阻挠东厂行事，惹来杀身之祸，千钧一发之际被阎丹生所救，就此对朝廷心灰意冷而加入酆都，职掌赏罚，使用一只精铁锻铸判官笔做为武器，是认穴打穴的能手。笔上朱砂萃取自鹤顶红，见血封喉。	1	11	生死判
879011	TL_guard07	B600102	600102	M600102	S600102	0	判官	酆都高手，出身六扇门，本为朝廷命官，因个性刚直遭人陷害，千钧一发之际被阎罗所救，就此对朝廷心灰意冷而加入酆都，职掌赏罚，使用一只精铁锻铸判官笔做为武器，是认穴打穴的能手。笔上朱砂萃取自鹤顶红，见血封喉。	1	40	生死判
879012	Guanfu_pupil_black	B879012	879012	0	S879012	0	常漆	文靖之手下官兵，自小家贫，投身官府全是为了餬口，虽然位阶和武艺均不高，但因和其双胞胎兄弟常皓默契十足，两人同心，办事有力，让文靖之很是倚重。	1	11	小黑
879013	Robber_black	B100109	100109	M100109	S100109	0	黑无常	与白无常并称黑风双煞，在酆都中地位仅次于帮主与四大舵主。以十分古怪诡异的锁链作为武器，外貌与穿着都不似活人，大半夜出现在路上，足以将人活活吓死。	1	40	黑白双煞
879014	Guanfu_pupil_white	B879014	879014	0	S879014	0	常皓	文靖之手下官兵，自小家贫，投身官府全是为了餬口，虽然位阶和武艺均不高，但因和其双胞胎兄弟常漆默契十足，两人同心，办事有力，让文靖之很是倚重。	1	11	小白
879015	Robber_white	B100110	100110	M100110	S100110	0	白无常	与黑无常并称黑风双煞，在酆都中地位仅次于帮主与四大舵主。手持血红色的双刀，出手诡谲难测，能出奇不意的割下敌人头颅。面色惨白，比死人还要难看，令人一见就怕。	1	40	黑白双煞
879016	Ghost_cow	B200026	200026	M200026	S200026	0	阿傍	苗族铁叉部的首领，因部族饱受天龙教欺凌，转而寻求近年崛起的酆都相助，一心只想将部族的威名传扬于世。	1	51	牛头
879017	Ghost_cow	B200026	200026	M200026	S200026	0	阿傍	苗族铁叉部的首领，因部族饱受天龙教欺凌，转而寻求近年崛起的酆都相助，一心只想将部族的威名传扬于世。	1	51	牛头
879901	Ghost_yBoss	B879001	879001	0	S879001	0	阎罗	自阿鼻岛渡海而归的一代豪杰，本出身蜀地，后因家境贫困过继给闽粤一名阎姓武师，却不因此怨恨亲生父母，反而更加奋发向上，欲立下一番事业以报答父母生育之恩，不料却因二十岁的一场海难漂流至人迹罕至的阿鼻岛，意外练成藏于岛上的绝世神功-无间大法，修练的十多年间屡屡助偶然行经此地的渔船击退海盗和倭寇，赢得了虬髯客的侠名。	1	0	阎罗王
879904	Ghost_dragon	B879004	879004	0	S879004	0	敖广	东海龙宫帮主。为人有商业头脑，虽为海盗，但船队多以贸易、收受沿海百姓供养为生，并不胡乱劫掠；看不下去倭寇持续侵扰沿海居民，纠众反击，保得沿海渔民一时安宁，在东南沿海有着高人望。	1	48	水蛇
879906	Ghost_yhorse	B879006	879006	0	S879006	0	罗煞	神枪会帮主，为人冲动好战，直爽豪迈，本为朝廷将领，却因不屑朝廷各种阴谋算计的手段和枉顾百姓的态度，辞官为寇，在江南一处山头率领旧时部众创立神枪会，专以官府薪饷、各地匪贼为目标，烧山放火，打家劫舍。	1	0	马脸
879913	Robber_black	B100109	100109	M100109	S100109	0	黑无常	与白无常并称黑风双煞，在酆都中地位仅次于帮主与四大舵主。以十分古怪诡异的锁链作为武器，外貌与穿着都不似活人，大半夜出现在路上，足以将人活活吓死。	1	0	黑白双煞
