#物品编号	物品名称	物品类别	物品种类	道具图示	物品描述(最多50字=10*5)断行要用<br>	买入价格	卖出价格	商店数量	堆栈数量上限	可否使用	使用时机	是否永久性增加	作用类型	参数	数值	讯息编号	作用类型	参数	数值	讯息编号	作用类型	参数	数值	讯息编号	使用物品时呼叫字符串 (显示名称用)	技艺书连结	武器类型	限制NPC	使用条件	装备tip	贩卖禁止
#iItemID	sItemName	iTtemType	iItemKind	sIcon	sTip	iItemBuy	iItemSell	iItemStack	iMixStack	iItemUse	iUseTime	iAddType	iRecover1	iArg1	iValue1	iString	iRecover2	iArg2	iValue2	iString	iRecover2	iArg3	iValue3	iString	iString	iAmsType	iLocking	sNpcLike	sUseLimit	tip	sell
141143	朱玉金簪	3	0	i00185	纯金制成的发簪，簪头镶嵌着和田红玉，形式古朴典雅，做工十分精致。	2500	1250	2	0	1	1	0	1	51	6	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0
141144	裂开的玉镯子	3	0	i00647	一只普通的玉镯子，上面有裂痕。	50	25	2	0	1	1	0	1	51	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141145	小还丹	4	0	i00297	战斗中可使用于我方任一人身上，令其恢复气血三成，距离2格。	1000	500	2	0	1	2	0	15	140101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141146	烟雾弹	4	0	i00385	战斗中可使用，使敌人目盲。	300	150	0	0	1	2	0	15	870409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141147	蟋蟀	5	0	i00443	猫咪的追杀目标。	10	5	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141149	猫薄荷球	5	0	i00708	让猫咪疯狂的东西。	200	100	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141150	兰亭序	5	0	i00160	行书，王羲之最有名的字帖。乃与好友相集于兰亭，有感而发所传之诗序。商店会高价收购此物品。	10000	5000	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141151	自叙帖	5	0	i00165	唐朝怀素善草书，其狂草古今无匹。笔法如惊蛇走虺，骤雨旋风，有观止之叹。商店会高价收购此物品。	10000	5000	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141152	肚痛帖	5	0	i00171	唐朝张旭作品。据说此帖是在张旭肚痛时挥毫而成，为其得意之作。商店会高价收购此物品。	10000	5000	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141153	三彩武士俑	5	0	i00184	此俑造型以现实武士作为依据，表现出威猛慓悍的镇幕卫之感，为唐代佳作。商店会高价收购此物品。	10000	5000	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141154	玉鱼龙	5	0	i00208	鱼身龙头，传闻中鱼龙在佛教乃是得道者的化身，所以此四鱼龙乃被视为高洁的象征。商店会高价收购此物品。	10000	5000	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141155	泼墨仙人	5	0	i00241	宋人梁楷作品，大笔一挥，水墨淋漓。若非以写意风格的画法是画不出来的。商店会高价收购此物品。	10000	5000	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141156	溪山行旅图	5	0	i00243	北宋范宽代表作品，大气磅礡，沉雄高古，诚辟易万人之作。商店会高价收购此物品。	10000	5000	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141157	庐山高	5	0	i00240	沈周作品，笔法浑朴雄健。山石先以淡笔皴染，再用浓墨逐层提破，云光山色，极为精采。商店会高价收购此物品。	10000	5000	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141158	早春图	5	0	i00234	北宋画家郭熙作品，此画对于情境气氛的掌握非常传神。商店会高价收购此物品。	10000	5000	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141159	橘中秘	5	0	i00261	其中记载着象棋入门的基本棋法。商店会高价收购此物品。	10000	5000	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141160	事林广纪	5	0	i00262	收集由古至今的各种残局及解法。商店会高价收购此物品。	10000	5000	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141161	楞伽经	5	0	i00180	少林寺百余年前失窃的经书，夹层内藏有九阳真经心法。商店会高价收购此物品。	10000	5000	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141162	法华经	5	0	i00177	全文共二十八品，前十四品说一乘之因，后十四品说一乘之果。《法华经》是佛陀释迦牟尼晚年所说的教法，被誉为「经中之王」，属于开权显实的圆融教法，经中宣讲内容至高无上，明示不分贫富贵贱，人人皆可成佛。商店会高价收购此物品。	10000	5000	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141163	般若心经	5	0	i00176	阐述大乘佛教的空和般若思想的经典，又称《摩诃般若波罗密多心经》。本经是大品般若及小品般若的实相教理，是《大般若波罗蜜多经》加以浓缩后的极精简、极重要经典。	10000	5000	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141164	金刚经	5	0	i00175	《金刚经》是大乘佛教般若部重要经典之一。南北朝时代的开善智藏，持诵该经，多有灵验感应，加之以禅宗后来大力弘扬，使得金刚经成为出家及在家佛教徒最多人日常早晚课诵的佛经。商店会高价收购此物品。	10000	5000	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141165	维摩诘经	5	0	i00178	《维摩诘经》或称《不可思议解脱经》，是大乘佛教的佛经。该经共三卷十四品，以维摩诘居士命名。它以辩论的方式来详细说明大乘佛教与小乘佛教在教义上的分别，集中讨论不二论。	10000	5000	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141166	羊脂白玉碗	5	0	i00207	使用羊脂白玉制成的酒具。羊脂白玉又称「白玉」、「羊脂玉」，为软玉中之上品，极为珍贵。商店会高价收购此物品。	10000	5000	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141167	蟠龙纹盘	5	0	i00203	盘面饰龙纹蟠绕于中心，蟠龙外围有鱼纹、夔龙纹及鸟纹围绕，殷墟中期作品。商店会高价收购此物品。	10000	5000	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141168	金兽	5	0	i00220	此兽为纯金打造，用以镇席四角，或做博器的压邪之器，为西汉前朝之物。商店会高价收购此物品。	10000	5000	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141169	鹰形金冠饰	5	0	i00209	此纯金器由一鹰形冠式和三条带饰组成，为战国代表作。商店会高价收购此物品。	10000	5000	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141170	玉辟邪	5	0	i00193	辟邪，模样像狮长双翼，具神奇威力，能辟御妖邪，为汉代之物。商店会高价收购此物品。	10000	5000	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141171	青铜龙首神兽	5	0	i00202	此乃楚国贵族使用器物的器座，以激昂的龙首为前导，形成雄伟多姿的整体造型。商店会高价收购此物品。	10000	5000	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141172	纯金明王像	5	0	i00217	以纯金打造之明王像，据说此明王像可消灾解厄，镇压四方妖邪。商店会高价收购此物品。	10000	5000	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141173	夜光杯	5	0	i00215	所谓葡萄美酒夜光杯，欲饮琵琶马上催，夜光杯的质地更能衬出葡萄美酒鲜红的色泽，平添三分醉人香气。商店会高价收购此物品。	10000	5000	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141174	白果杯	5	0	i00226	江西景德镇出品的白瓷小杯，俗称白果杯，著名茶具。商店会高价收购此物品。	10000	5000	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141175	西方异金	5	0	i00833	西方的珍稀金属，表面隐隐泛着金光，坚硬的程度仅次于玄铁，却更为轻巧。商店会高价收购此物品。	10000	5000	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141176	霹雳雷火弹	4	0	i00385	霹雳堂特制的炸药，可造成敌人可观的伤害。	2000	1000	0	0	1	2	0	15	871075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187087	麻绳	4	0	i00848	可用来捕获敌军，使敌人加入我方；目标气血一半以下，才有机会成功。	200	100	0	0	1	2	0	15	871487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
