#ID	Name	icon 	Auto	RequestCondition	Passive	Tip	price
87400487	武功	TalentIcon18	0	(1,0,0,0)	(2,870211,0)	0	0
87400488	武功	TalentIcon18	0	(1,0,0,0)	(2,870212,0)	0	0
87400489	武功	TalentIcon18	0	(1,0,0,0)	(2,870304,0)	0	0
87400490	武功	TalentIcon18	0	(1,0,0,0)	(2,870305,0)	0	0
87400491	武功	TalentIcon18	0	(1,0,0,0)	(2,870307,0)	0	0
87400492	武功	TalentIcon18	0	(1,0,0,0)	(2,870310,0)	0	0
87400493	武功	TalentIcon18	0	(1,0,0,0)	(2,870311,0)	0	0
87400494	武功	TalentIcon18	0	(1,0,0,0)	(2,870312,0)	0	0
87400495	武功	TalentIcon18	0	(1,0,0,0)	(2,870401,0)	0	0
87400496	武功	TalentIcon18	0	(1,0,0,0)	(2,870402,0)	0	0
87400497	武功	TalentIcon18	0	(1,0,0,0)	(2,870403,0)	0	0
87400498	武功	TalentIcon18	0	(1,0,0,0)	(2,870404,0)	0	0
87400499	武功	TalentIcon18	0	(1,0,0,0)	(2,870405,0)	0	0
87400500	武功	TalentIcon18	0	(1,0,0,0)	(2,870406,0)	0	0
87400501	武功	TalentIcon18	0	(1,0,0,0)	(2,870407,0)	0	0
87400502	武功	TalentIcon18	0	(1,0,0,0)	(2,870408,0)	0	0
87400503	武功	TalentIcon18	0	(1,0,0,0)	(2,870410,0)	0	0
87400504	武功	TalentIcon18	0	(1,0,0,0)	(2,870412,0)	0	0
87400505	武功	TalentIcon18	0	(1,0,0,0)	(2,870501,0)	0	0
87400506	武功	TalentIcon18	0	(1,0,0,0)	(2,870502,0)	0	0
87400507	武功	TalentIcon18	0	(1,0,0,0)	(2,870504,0)	0	0
87400508	武功	TalentIcon18	0	(1,0,0,0)	(2,870505,0)	0	0
87400509	武功	TalentIcon18	0	(1,0,0,0)	(2,870506,0)	0	0
87400510	武功	TalentIcon18	0	(1,0,0,0)	(2,870507,0)	0	0
87400511	武功	TalentIcon18	0	(1,0,0,0)	(2,870508,0)	0	0
87400512	武功	TalentIcon18	0	(1,0,0,0)	(2,870509,0)	0	0
87400513	武功	TalentIcon18	0	(1,0,0,0)	(2,870510,0)	0	0
87400514	武功	TalentIcon18	0	(1,0,0,0)	(2,870511,0)	0	0
87400515	武功	TalentIcon18	0	(1,0,0,0)	(2,870601,0)	0	0
87400516	武功	TalentIcon18	0	(1,0,0,0)	(2,870602,0)	0	0
87400517	武功	TalentIcon18	0	(1,0,0,0)	(2,870606,0)	0	0
87400518	武功	TalentIcon18	0	(1,0,0,0)	(2,870608,0)	0	0
87400519	武功	TalentIcon18	0	(1,0,0,0)	(2,870610,0)	0	0
87400520	武功	TalentIcon18	0	(1,0,0,0)	(2,870611,0)	0	0
87400521	武功	TalentIcon18	0	(1,0,0,0)	(2,870612,0)	0	0
87400522	武功	TalentIcon18	0	(1,0,0,0)	(2,870701,0)	0	0
87400523	武功	TalentIcon18	0	(1,0,0,0)	(2,870702,0)	0	0
87400524	武功	TalentIcon18	0	(1,0,0,0)	(2,870703,0)	0	0
87400525	武功	TalentIcon18	0	(1,0,0,0)	(2,870705,0)	0	0
87400526	武功	TalentIcon18	0	(1,0,0,0)	(2,870706,0)	0	0
87400527	武功	TalentIcon18	0	(1,0,0,0)	(2,870707,0)	0	0
87400528	武功	TalentIcon18	0	(1,0,0,0)	(2,870708,0)	0	0
87400529	武功	TalentIcon18	0	(1,0,0,0)	(2,870709,0)	0	0
87400530	武功	TalentIcon18	0	(1,0,0,0)	(2,870710,0)	0	0
87400531	武功	TalentIcon18	0	(1,0,0,0)	(2,870712,0)	0	0
87400532	武功	TalentIcon18	0	(1,0,0,0)	(2,870801,0)	0	0
87400533	武功	TalentIcon18	0	(1,0,0,0)	(2,870802,0)	0	0
87400534	武功	TalentIcon18	0	(1,0,0,0)	(2,870804,0)	0	0
87400535	武功	TalentIcon18	0	(1,0,0,0)	(2,870805,0)	0	0
87400536	武功	TalentIcon18	0	(1,0,0,0)	(2,870806,0)	0	0
87400537	武功	TalentIcon18	0	(1,0,0,0)	(2,870808,0)	0	0
87400538	武功	TalentIcon18	0	(1,0,0,0)	(2,870809,0)	0	0
87400539	武功	TalentIcon18	0	(1,0,0,0)	(2,870810,0)	0	0
87400540	武功	TalentIcon18	0	(1,0,0,0)	(2,870812,0)	0	0
87400541	武功	TalentIcon18	0	(1,0,0,0)	(2,871002,0)	0	0
87400542	武功	TalentIcon18	0	(1,0,0,0)	(2,871003,0)	0	0
87400543	武功	TalentIcon18	0	(1,0,0,0)	(2,871004,0)	0	0
87400544	武功	TalentIcon18	0	(1,0,0,0)	(2,871006,0)	0	0
87400545	武功	TalentIcon18	0	(1,0,0,0)	(2,871007,0)	0	0
87400546	武功	TalentIcon18	0	(1,0,0,0)	(2,871008,0)	0	0
87400547	武功	TalentIcon18	0	(1,0,0,0)	(2,871009,0)	0	0
87400548	武功	TalentIcon18	0	(1,0,0,0)	(2,871024,0)	0	0
87400549	武功	TalentIcon18	0	(1,0,0,0)	(2,871080,0)	0	0
87400550	武功	TalentIcon18	0	(1,0,0,0)	(2,871081,0)	0	0
87400551	武功	TalentIcon18	0	(1,0,0,0)	(2,871083,0)	0	0
87400552	武功	TalentIcon18	0	(1,0,0,0)	(2,871084,0)	0	0
87400553	武功	TalentIcon18	0	(1,0,0,0)	(2,871086,0)	0	0
87400554	武功	TalentIcon18	0	(1,0,0,0)	(2,871088,0)	0	0
87400555	武功	TalentIcon18	0	(1,0,0,0)	(2,871090,0)	0	0
87400556	武功	TalentIcon18	0	(1,0,0,0)	(2,871091,0)	0	0
87400557	武功	TalentIcon18	0	(1,0,0,0)	(2,871092,0)	0	0
87400558	武功	TalentIcon18	0	(1,0,0,0)	(2,871093,0)	0	0
87400559	武功	TalentIcon18	0	(1,0,0,0)	(2,871094,0)	0	0
87400560	武功	TalentIcon18	0	(1,0,0,0)	(2,871095,0)	0	0
87400561	武功	TalentIcon18	0	(1,0,0,0)	(2,871096,0)	0	0
87400562	武功	TalentIcon18	0	(1,0,0,0)	(2,871097,0)	0	0
87400563	武功	TalentIcon18	0	(1,0,0,0)	(2,871098,0)	0	0
87400564	武功	TalentIcon18	0	(1,0,0,0)	(2,871099,0)	0	0
87400565	武功	TalentIcon18	0	(1,0,0,0)	(2,871100,0)	0	0
87400566	武功	TalentIcon18	0	(1,0,0,0)	(2,871105,0)	0	0
87400567	武功	TalentIcon18	0	(1,0,0,0)	(2,871106,0)	0	0
87400568	武功	TalentIcon18	0	(1,0,0,0)	(2,871107,0)	0	0
